Feature transformada;Coeficiente;Exp(Coeficiente);Magnitude
cat__Cidade_Campo Grande;0.04554456614080664;1.046597646392696;0.04554456614080664
cat__Cidade_Porto Velho;-0.04524966173839873;0.955758835631533;0.04524966173839873
cat__Problema_Dificuldade de contato / acesso a outros canais (exceto SAC);0.04405583032711341;1.0450406982237936;0.04405583032711341
cat__UF_RO;0.043988862196030445;1.0449707161446384;0.043988862196030445
cat__Problema_Dificuldade de contato / demora no atendimento;-0.04359572601555376;0.9573409072739646;0.04359572601555376
cat__Cidade_Sete Lagoas;0.043313175474328704;1.0442648817954754;0.043313175474328704
cat__Cidade_Bacabal;-0.04319639794240806;0.9577232767141547;0.04319639794240806
cat__Cidade_Floriano;0.04252959554024001;1.0434469372925281;0.04252959554024001
cat__Cidade_Suzano;-0.04237454573220724;0.9585107072373189;0.04237454573220724
cat__Cidade_São José;-0.04234410559934457;0.9585398848746809;0.04234410559934457
cat__Cidade_Joinville;0.041746487875059524;1.0426301258651132;0.041746487875059524
cat__UF_PE;0.04145418247868004;1.0423254039909886;0.04145418247868004
cat__Cidade_Três Lagoas;0.03972825262682513;1.040527975025235;0.03972825262682513
cat__Problema_Descumprimento do estatuto do idoso;0.03953814434370916;1.040330180840121;0.03953814434370916
cat__Problema_Falta de clareza / transparência no uso dos dados pessoais ou financeiros (falta de informação sobre a finalidade, período de armazenamento ou compartilhamento) ;-0.03945625865233706;0.9613120021534686;0.03945625865233706
cat__Cidade_Serra;-0.03882694136905089;0.9619171628101121;0.03882694136905089
cat__Cidade_Guarapari;0.03781464480342616;1.038538716489148;0.03781464480342616
cat__Cidade_Rio Claro;-0.037814350145919856;0.9628916849995924;0.037814350145919856
cat__Cidade_Mogi das Cruzes;0.03753027630778618;1.038243430783642;0.03753027630778618
cat__Cidade_Duque de Caxias;0.0360764943676599;1.0367351478573972;0.0360764943676599
cat__Cidade_Guarulhos;0.03540925069296707;1.0360436236209003;0.03540925069296707
cat__Problema_Margem consignável - bloqueio/ contestação;0.03206914911993546;1.0325889054505284;0.03206914911993546
cat__UF_RS;-0.031983160331537974;0.9685228915462657;0.031983160331537974
